Index,job_title,mean_sal_est,company,Location,State,col_state,Headquarters,Size,Founded,Industry
375,NY Healthcare Data/Reporting Analyst,$106 ,"SAT Healthcare
3.5","New York, NY",NY,100.1,"Santa Clara, CA",201 to 500 employees,2002,Health Care Services & Hospitals
376,Data Analyst,$106 ,"Atrium Staffing
3.3","Parsippany, NJ",NJ,102,"New York, NY",51 to 200 employees,1995,Staffing & Outsourcing
377,Technical Business Analyst with Retail Banking and Large Data Program,$106 ,"eTeam Inc.
3.7","New York, NY",NY,100.1,"South Plainfield, NJ",51 to 200 employees,1999,Staffing & Outsourcing
378,Principal Sales Operations Analyst - Oracle Data Cloud,$106 ,"Oracle
3.6","New York, NY",NY,100.1,"Redwood City, CA",10000+ employees,1977,Enterprise Software & Network Solutions
379,QA Production Data Analyst,$106 ,"Metroplus Health Plan
2.7","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1985,Health Care Services & Hospitals
380,JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,$106 ,"Avani Technology Solutions
4.5","Whippany, NJ",NJ,102,"Rochester, NY",501 to 1000 employees,2008,IT Services
381,Data Services Lead Analyst,$106 ,"Primesoft
2.5","New York, NY",NY,100.1,"LISBOA, Portugal",1 to 50 employees,-1,IT Services
382,"Sr Data Analyst, Go-Live",$106 ,"Riskified
4.4","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,2013,Research & Development
383,Data Analyst III- SAS req'd,$106 ,IPro.org,"Great Neck, NY",NY,100.1,-1,-1,-1,-1
384,Senior Healthcare Data Analyst,$106 ,"Cecelia Health
4.3","New York, NY",NY,100.1,"New York, NY",51 to 200 employees,2009,Health Care Services & Hospitals
385,Regulatory Risk Management Data Analytics and Reporting Analyst,$106 ,"Creative Data Resources
5.0","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,1992,Staffing & Outsourcing
386,NY Healthcare Data/Reporting Analyst,$106 ,"Systemart LLC
4.4","New York, NY",NY,100.1,"Parsippany, NJ",1 to 50 employees,-1,Computer Hardware & Software
387,"Specialist, Data and Reporting Analyst - IT Change Management",$106 ,"The Bank of New York Mellon
3.2","Florham Park, NJ",NJ,102,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management
388,Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,$106 ,"TechProjects
4.8","Jersey City, NJ",NJ,102,"North Brunswick, NJ",1 to 50 employees,2011,IT Services
389,Data Analyst III- SAS req'd,$106 ,"IPRO
3.0","Lake Success, NY",NY,100.1,"N New Hyde Park, NY",201 to 500 employees,1984,Health Care Services & Hospitals
390,Data Warehouse systems analyst,$106 ,"ITech Recruiting
5.0","New York, NY",NY,100.1,"Shepton Mallet, United Kingdom",51 to 200 employees,-1,-1
391,TX Healthcare Data/Reporting Analyst,$106 ,"RN Staff
3.4","New York, NY",NY,100.1,"Westfield, IN",Unknown,-1,Staffing & Outsourcing
392,NY Healthcare Data/Reporting Analyst,$106 ,"Abacus Service Corporation
4.2","New York, NY",NY,100.1,"Southfield, MI",501 to 1000 employees,2004,Staffing & Outsourcing
393,Sr. Data Analyst - RWE,$106 ,"CyberCoders
4.2","Hoboken, NJ",NJ,102,"Irvine, CA",201 to 500 employees,1999,Staffing & Outsourcing
394,Data Migration Lead/ Analyst (migration of data to the new target system),$106 ,"TECHNOCRAFT Solutions
3.4","New York, NY",NY,100.1,"Hilliard, OH",1 to 50 employees,-1,Advertising & Marketing
395,Senior Data Analytics Solutions Analyst,$106 ,"Praescient Analytics
3.1","New York, NY",NY,100.1,"Alexandria, VA",51 to 200 employees,2011,Consulting
396,Technical Analyst - Access/Identity Data Security,$106 ,C&G Consulting Services,"Hoboken, NJ",NJ,102,-1,-1,-1,-1
397,Data Analyst - Cardiac Cath Lab,$106 ,"RWJBarnabas Health
3.7","West Orange, NJ",NJ,102,"West Orange, NJ",10000+ employees,1982,Health Care Services & Hospitals
398,Data Quality Management Analyst,$106 ,"Reliable Software Resources
4.0","New York, NY",NY,100.1,"Northville, MI",501 to 1000 employees,2004,IT Services
340,"Sr. Data Analyst, Retail Media",$105 ,"Criteo
3.9","New York, NY",NY,100.1,"Paris, France",1001 to 5000 employees,2005,Internet
341,Sr IT Technical Data Analyst,$105 ,"EmblemHealth
2.4","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,1937,Insurance Carriers
342,Senior Marketing Data Analyst,$105 ,"ERGO
2.8","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,2004,Advertising & Marketing
343,Data Analyst III,$105 ,"ACT Consulting
4.4","New York, NY",NY,100.1,"London, United Kingdom",1 to 50 employees,-1,Consulting
344,TX Healthcare Data/Reporting Analyst,$105 ,"Tekfortune Inc.
4.8","New York, NY",NY,100.1,"Piscataway, NJ",1 to 50 employees,-1,IT Services
345,Senior SQL Data Warehouse Analyst,$105 ,"Intercontinental Exchange, Inc.
2.8","New York, NY",NY,100.1,"Atlanta, GA",1001 to 5000 employees,2000,Investment Banking & Asset Management
346,Data Analyst Junior,$105 ,"Staffigo Technical Services, LLC
5.0","New York, NY",NY,100.1,"Woodridge, IL",51 to 200 employees,2008,IT Services
347,SR. Power BI with DAX - Data Analyst,$105 ,"8K Miles Software Services, Inc.
3.7","New York, NY",NY,100.1,"Santa Clara, CA",201 to 500 employees,2008,Computer Hardware & Software
348,Informatica IDQ - Data Quality Analyst (Contract),$105 ,"Two95 International Inc.
4.0","New York, NY",NY,100.1,"Cherry Hill, NJ",1 to 50 employees,-1,Staffing & Outsourcing
349,"Senior Solutions Analyst, Data Specialist",$105 ,"VTS
4.2","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,2011,Enterprise Software & Network Solutions
350,Operations data analyst,$105 ,Sky I.T. Group (Sky Business Intelligence Team),"New York, NY",NY,100.1,-1,-1,-1,-1
351,HR Data Analyst,$105 ,"Robert Half
3.5","Jersey City, NJ",NJ,102,"Menlo Park, CA",10000+ employees,1948,Staffing & Outsourcing
352,Healthcare Senior Data Analyst - HEDIS,$105 ,"Village Care
2.0","New York, NY",NY,100.1,"New York, NY",501 to 1000 employees,1977,Health Care Services & Hospitals
353,Senior Data Quality Analyst,$105 ,"Quest Diagnostics
3.3","Secaucus, NJ",NJ,102,"Secaucus, NJ",10000+ employees,1967,Health Care Services & Hospitals
354,Financial Data Analyst - Accounting ll,$105 ,Softinc,"New York, NY",NY,100.1,"South Plainfield, NJ",51 to 200 employees,2018,-1
355,Data Analyst - Litigation,$105 ,"KnowledgePro, LLC","New York, NY",NY,100.1,-1,-1,-1,-1
356,Quantitative Data Analyst/Developer,$105 ,"Creative Data Resources
5.0","New York, NY",NY,100.1,"New York, NY",1 to 50 employees,1992,Staffing & Outsourcing
357,"Sr Business Data Analyst SAP, SKU, Supply Chain",$105 ,"EVERSANA
3.4","New York, NY",NY,100.1,"Chicago, IL",1001 to 5000 employees,2018,Biotech & Pharmaceuticals
358,"Senior Data Analyst, Gas Planning and Design Engineering",$105 ,"National Grid USA
3.6","Brooklyn, NY",NY,100.1,"Waltham, MA",10000+ employees,1990,Utilities
359,Data Analyst - Cardiac Cath Lab,$105 ,"Barnabas Health
2.1","West Orange, NJ",NJ,102,"Gibsonia, PA",501 to 1000 employees,-1,-1
360,Senior Data Business Analyst,$105 ,"Aegis Media
2.8","New York, NY",NY,100.1,"London, United Kingdom",1001 to 5000 employees,1978,Advertising & Marketing
361,Business Analyst/Data Analyst - Capital Markets Data,$105 ,"RMS Computer Corporation
3.0","Jersey City, NJ",NJ,102,"New York, NY",201 to 500 employees,1985,Computer Hardware & Software
362,"Firmwide Reference Data Operations, Pricing Operations, Analyst",$105 ,"J.P. Morgan
3.9","Newark, NJ",NJ,102,"New York, NY",10000+ employees,1799,Investment Banking & Asset Management
363,Senior Healthcare Data Analyst,$105 ,"RAMPS International Inc
4.5","New York, NY",NY,100.1,"Edison, NJ",51 to 200 employees,-1,Consulting
364,"Data Analyst, Quality & Patient Safety",$105 ,Episcopal Health Services Inc.,"Far Rockaway, NY",NY,100.1,-1,-1,-1,-1
365,Senior Data Analyst - FHC - Family Support Center,$105 ,"NYU Langone Health
4.0","New York, NY",NY,100.1,"New York, NY",10000+ employees,1841,Health Care Services & Hospitals
366,QA Data Analyst,$105 ,"Professional Resource Group
5.0","Lake Success, NY",NY,100.1,"Spring, TX",1 to 50 employees,-1,Advertising & Marketing
367,Sr Data Analyst for Customer Based Management,$105 ,"Altice USA
3.0","Long Island City, NY",NY,100.1,"Queens Village, NY",10000+ employees,-1,-1
368,"Data Analyst/Project Manager in Jersey City, New Jersey | Careers at Harborside",$105 ,"Sumitomo Mitsui Banking Corporation (SMBC)
3.4","Jersey City, NJ",NJ,102,"Tokyo, Japan",10000+ employees,1996,Investment Banking & Asset Management
251,Technical Business/Data Analyst,$100 ,"Capgemini
3.8","New York, NY",NY,100.1,"Paris, France",10000+ employees,1967,Enterprise Software & Network Solutions
252,CRM Data Performance Analyst,$100 ,"Roar Digital
4.9","New York, NY",NY,100.1,"Jersey City, NJ",51 to 200 employees,2018,Gambling
253,eCommerce Data Analyst,$100 ,Darmor Partners,"New York, NY",NY,100.1,-1,-1,-1,-1
254,Senior Data Analyst - Rochade,$100 ,"Perficient
3.6","New York, NY",NY,100.1,"Saint Louis, MO",1001 to 5000 employees,1998,IT Services
255,Financial Data Analyst,$100 ,Talent Bundle LLC,"New York, NY",NY,100.1,-1,-1,-1,-1
256,2021 Summer Analyst Program- Data & Analytics Solutions,$100 ,"The Bank of New York Mellon
3.2","New York, NY",NY,100.1,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management
257,Data Analyst - QC,$100 ,"Nesco Resource, LLC
2.9","New York, NY",NY,100.1,"Cleveland, OH",1001 to 5000 employees,1956,Staffing & Outsourcing
258,People Operations & Data Analyst,$100 ,"Museum of Ice Cream
2.3","New York, NY",NY,100.1,"New York, NY",201 to 500 employees,-1,-1
259,Lead Data Analyst (Product),$100 ,Kinship,"New York, NY",NY,100.1,"Chicago, IL",1 to 50 employees,-1,Advertising & Marketing
260,Data Analyst - III,$100 ,"APN Consulting
4.2","New York, NY",NY,100.1,"Monmouth Junction, NJ",1 to 50 employees,-1,Advertising & Marketing
261,SQL Data Analyst,$100 ,"Siri InfoSolutions
3.4","Summit, NJ",NJ,102,"Edison, NJ",51 to 200 employees,-1,Consulting
262,Healthcare Data/Reporting Analyst,$100 ,"Integrated Resources
3.1","New York, NY",NY,100.1,"Edison, NJ",201 to 500 employees,1996,Staffing & Outsourcing
263,Epic Data Intelligence Analyst,$100 ,"Icahn School of Medicine at Mount Sinai
3.9","New York, NY",NY,100.1,"New York, NY",1001 to 5000 employees,-1,-1
264,"JPSC-8461 - Position: 13,52,53 Data Analyst",$100 ,"Avani Technology Solutions
4.5","New York, NY",NY,100.1,"Rochester, NY",501 to 1000 employees,2008,IT Services
1249,Navy Maintenance Data Systems Analyst,$99 ,"CACI International
3.6","San Diego, CA",CA,102.9,"Arlington, VA",10000+ employees,1962,Aerospace & Defense
1250,Data Analyst,$99 ,"Midland Credit Management
3.3","San Diego, CA",CA,102.9,"San Diego, CA",1001 to 5000 employees,1953,Banks & Credit Unions
1251,Research Data Analyst,$99 ,"UC San Diego
4.3","San Diego, CA",CA,102.9,"La Jolla, CA",10000+ employees,1960,Colleges & Universities
1252,Data Analyst II,$99 ,"HealthStream
3.0","San Diego, CA",CA,102.9,"Nashville, TN",501 to 1000 employees,1990,Education Training Services
1253,Data Analyst,$99 ,"Conflux Systems Inc.
4.5","San Diego, CA",CA,102.9,"Alpharetta, GA",1 to 50 employees,-1,Accounting
1254,Data Analyst,$99 ,"22nd Century Technologies
3.7","San Diego, CA",CA,102.9,"Somerset, NJ",1001 to 5000 employees,1997,IT Services
1255,Division Data and Financial Analyst,$99 ,"University of California
4.2","San Diego, CA",CA,102.9,"Oakland, CA",10000+ employees,1868,Colleges & Universities
1256,Research Data Analyst,$99 ,"University of California - San Diego Medical Centers
3.7","San Diego, CA",CA,102.9,"San Diego, CA",10000+ employees,1966,Health Care Services & Hospitals
1257,Data Analyst 3,$99 ,"BD (Becton, Dickinson and Company)
4.0","San Diego, CA",CA,102.9,-1,Unknown,-1,-1
1258,Data Analyst,$99 ,"Client Solution Architects
3.4","San Diego, CA",CA,102.9,"Mechanicsburg, PA",201 to 500 employees,2003,Aerospace & Defense
1259,Data Analyst,$99 ,"Cue
4.2","San Diego, CA",CA,102.9,"San Diego, CA",51 to 200 employees,2010,Biotech & Pharmaceuticals
1260,Junior Data Analyst,$99 ,"Staffigo Technical Services, LLC
5.0","San Diego, CA",CA,102.9,"Woodridge, IL",51 to 200 employees,2008,IT Services
1261,Data Analyst,$99 ,"Encore Capital Group
3.2","San Diego, CA",CA,102.9,"San Diego, CA",5001 to 10000 employees,1953,Financial Analytics & Research
1262,Data Analyst - VerityStream,$99 ,"HealthStream
3.0","San Diego, CA",CA,102.9,"Nashville, TN",501 to 1000 employees,1990,Education Training Services
1263,Data Analyst,$99 ,"ProMedia
4.4","San Diego, CA",CA,102.9,"Miami, FL",1 to 50 employees,2010,Advertising & Marketing
1264,Senior Data Analyst,$99 ,"Axos Bank
3.4","San Diego, CA",CA,102.9,"San Diego, CA",1001 to 5000 employees,2000,Banks & Credit Unions
1265,Business Data Analyst (SQL / Tableau),$99 ,"Sayva Solutions
4.8","San Diego, CA",CA,102.9,"La Jolla, CA",51 to 200 employees,2014,Staffing & Outsourcing
1266,Data & Business Intelligence Analyst,$99 ,"The Rock Church
5.0","San Diego, CA",CA,102.9,"Fenton, MI",1 to 50 employees,-1,-1
1267,Fleet Optimization Data Analyst (Solar + Storage),$99 ,"Stem
3.2","San Diego, CA",CA,102.9,"Millbrae, CA",51 to 200 employees,2009,Energy
1268,Data Analyst,$99 ,"Tandem Diabetes
3.8","San Diego, CA",CA,102.9,"San Diego, CA",1001 to 5000 employees,2006,Health Care Products Manufacturing
1269,Data Steward/Configuration Analyst,$99 ,"Illumina
3.9","San Diego, CA",CA,102.9,"San Diego, CA",5001 to 10000 employees,1998,Biotech & Pharmaceuticals
1270,Administrative Assistant / Data Analyst Supporting the DEA #20-318,$99 ,"Forfeiture Support Associates
2.8","San Diego, CA",CA,102.9,"Ashburn, VA",1001 to 5000 employees,2004,Staffing & Outsourcing
1271,Data Manager - Bioinformatics Analyst (Naval Health Center),$99 ,"General Dynamics
3.5","San Diego, CA",CA,102.9,"Reston, VA",10000+ employees,1952,Aerospace & Defense
1272,Data Analyst,$99 ,"Staffigo Technical Services, LLC
5.0","San Diego, CA",CA,102.9,"Woodridge, IL",51 to 200 employees,2008,IT Services
1273,Data Analyst III,$99 ,"Potomac Management
3.5","San Diego, CA",CA,102.9,"Hagerstown, MD",51 to 200 employees,-1,-1
1274,Data Analyst,$99 ,Operation Samahan Health Clinic,"National City, CA",CA,102.9,-1,-1,-1,-1
1275,Data Privacy Analyst,$99 ,"Dexcom, Inc.
3.5","San Diego, CA",CA,102.9,"San Diego, CA",1001 to 5000 employees,1999,Biotech & Pharmaceuticals
1276,"Data Analyst 3 (San Diego or Atlanta, GA)",$99 ,"BD
3.6","San Diego, CA",CA,102.9,"Franklin Lakes, NJ",10000+ employees,1897,Health Care Products Manufacturing
1968,Senior Data Analyst,$99 ,"Vida Health
3.3","San Francisco, CA",CA,102.9,"San Francisco, CA",51 to 200 employees,2014,Health Care Services & Hospitals
1969,Web Data Analyst,$99 ,"SACC
4.0","San Mateo, CA",CA,102.9,"San Mateo, CA",Unknown,-1,IT Services
1970,Data Analyst (APPZ-DAHY),$99 ,Applicantz,"San Francisco, CA",CA,102.9,"Houston, TX",51 to 200 employees,-1,-1
1971,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$99 ,Ernst & Young LLP,"San Francisco, CA",CA,102.9,-1,-1,-1,-1
1972,Data Scientist Analyst,$99 ,"Netpace, Inc
3.9","Foster City, CA",CA,102.9,"San Ramon, CA",51 to 200 employees,1996,Enterprise Software & Network Solutions
1973,Finance Data Analyst,$99 ,"Qualys
3.0","Foster City, CA",CA,102.9,"Foster City, CA",501 to 1000 employees,1999,Computer Hardware & Software
1974,Business Data Analyst,$99 ,"Scale AI, Inc.","San Francisco, CA",CA,102.9,-1,-1,-1,-1
1975,Data Quality Analyst,$99 ,"Focal Systems
3.8","Burlingame, CA",CA,102.9,"Burlingame, CA",1 to 50 employees,2015,Computer Hardware & Software
1976,Data Analyst - San Francisco CA / VA - Fulltime,$99 ,"United IT Solutions
3.8","San Francisco, CA",CA,102.9,"Irving, TX",1 to 50 employees,2010,Consulting
1977,Data Analyst,$99 ,cyitechsearch,"San Bruno, CA",CA,102.9,-1,-1,-1,-1
1978,Data Analyst,$99 ,IT Avalon,"Oakland, CA",CA,102.9,"Brentwood, CA",51 to 200 employees,-1,-1
1979,HR Data Analyst,$99 ,"Snowflake Computing
4.0","San Mateo, CA",CA,102.9,"San Mateo, CA",1001 to 5000 employees,2012,Enterprise Software & Network Solutions
1980,Scientific Data Manager and Analyst,$99 ,"Perfect Day
4.4","Emeryville, CA",CA,102.9,"Emeryville, CA",51 to 200 employees,2014,Biotech & Pharmaceuticals
1981,Senior Data Analyst - Finance & Platform Analytics,$99 ,"Twitch
3.6","San Francisco, CA",CA,102.9,"San Francisco, CA",1001 to 5000 employees,2011,Internet
1982,Data Analyst,$99 ,"Infotech Sourcing
3.2","San Francisco, CA",CA,102.9,"Edison, NJ",51 to 200 employees,-1,"Health, Beauty, & Fitness"
1983,Business Data Analyst,$99 ,"ApTask
3.9","San Francisco, CA",CA,102.9,"Iselin, NJ",201 to 500 employees,2010,IT Services
1984,Product Compliance Data Analyst,$99 ,"Square
4.0","San Francisco, CA",CA,102.9,"San Francisco, CA",1001 to 5000 employees,2009,Computer Hardware & Software
1985,Data and Policy Analyst - Statistical Programmer,$99 ,"Acumen
3.2","Burlingame, CA",CA,102.9,"Burlingame, CA",201 to 500 employees,1996,Federal Agencies
1986,Principal Data Analyst,$99 ,"Hinge Health
4.4","San Francisco, CA",CA,102.9,"San Francisco, CA",201 to 500 employees,2014,Health Care Services & Hospitals
1987,Data Analyst,$99 ,Koger LLC,"San Mateo, CA",CA,102.9,"Arlington, VA",1 to 50 employees,-1,-1
1988,Data Analyst,$99 ,TransReach,"Oakland, CA",CA,102.9,"East Brunswick, NJ",Unknown,-1,-1
1989,Master Data Analyst – SAP MDG Platform,$99 ,"Rose International
4.5","San Francisco, CA",CA,102.9,"Chesterfield, MO",1001 to 5000 employees,1993,Staffing & Outsourcing
1990,Data Systems Analyst,$99 ,GLIDE MEMORIAL CHURCH,"San Francisco, CA",CA,102.9,-1,-1,-1,-1
1991,Data Analyst,$99 ,"Take-Two
3.7","Novato, CA",CA,102.9,"New York, NY",1001 to 5000 employees,1993,Video Games
1992,CSV Data Validation Analyst,$99 ,"Netpace, Inc.
3.9","Foster City, CA",CA,102.9,"San Ramon, CA",51 to 200 employees,1996,Enterprise Software & Network Solutions
1993,Senior Data and Fraud Analyst,$99 ,Apto Payments,"San Francisco, CA",CA,102.9,"San Francisco, CA",1 to 50 employees,-1,-1
1994,Data and Reporting Analyst,$99 ,"Chinese Community Health Plan
3.2","San Francisco, CA",CA,102.9,"San Francisco, CA",51 to 200 employees,-1,Insurance Carriers
1995,Upstart - Data Analyst,$99 ,V3 Talent Partners Inc.,"San Mateo, CA",CA,102.9,"Los Angeles, CA",Unknown,-1,-1
941,Lead Quality Data Analyst,$99 ,"Harris Health System
3.4","Houston, TX",TX,89.1,"Houston, TX",5001 to 10000 employees,1966,Health Care Services & Hospitals
942,Master Data Management Analyst,$99 ,"Delphi-US
3.6","Houston, TX",TX,89.1,"Newport, RI",1 to 50 employees,-1,Staffing & Outsourcing
943,DATA WAREHOUSE ANALYST III,$99 ,"Sharpedge Solutions Inc
4.7","Houston, TX",TX,89.1,"Lombard, IL",Unknown,-1,Publishing
944,Senior Data Analyst,$99 ,"Smith Hanley Associates
4.5","Houston, TX",TX,89.1,"New York, 061",1 to 50 employees,1980,Staffing & Outsourcing
945,Master Data Analyst,$99 ,AllRedi,"Pasadena, TX",TX,89.1,-1,-1,-1,-1
946,Data Warehouse Analyst PL/SQL,$99 ,"National Computing Group
4.7","Houston, TX",TX,89.1,"Pittsburgh, PA",1 to 50 employees,1986,IT Services
947,Sr. Data Governance Analyst,$99 ,"Crown Castle USA Inc
3.6","Houston, TX",TX,89.1,"Houston, TX",1001 to 5000 employees,1994,Telecommunications Services
948,Role: Data Warehouse Analyst - Direct Client.,$99 ,"Infomerica, Inc
4.0","Houston, TX",TX,89.1,"Cary, NC",501 to 1000 employees,1998,IT Services
949,eDiscovery Data Analyst,$99 ,"Servient
4.0","Houston, TX",TX,89.1,"Houston, TX",51 to 200 employees,2004,Enterprise Software & Network Solutions
950,Senior Data Operations Analyst,$99 ,"Kelsey Seybold Clinic
3.6","Pearland, TX",TX,89.1,"Pearland, TX",1001 to 5000 employees,1949,Health Care Services & Hospitals
951,Accounts Receivable Analyst (Data Entry),$99 ,"Premier Medical Resources
2.0","Houston, TX",TX,89.1,"Houston, TX",201 to 500 employees,-1,-1
952,Data Governance Business Analyst,$99 ,"Icon Consultants
3.8","Houston, TX",TX,89.1,"Houston, TX",1001 to 5000 employees,1998,Staffing & Outsourcing
953,"Data Management Analyst - Internal Medicine, Infectious",$99 ,"UTHealth Houston
4.0","Houston, TX",TX,89.1,"Houston, TX",5001 to 10000 employees,1972,Colleges & Universities
