,Job Title,Salary Estimate,Rating,Company Name,Location,State,Headquarters,Size,Founded,Industry,Sector,Revenue
1130,SQL Data Analyst,$37K-$44K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",PA,"Mc Lean, VA",51 to 200 employees,2011,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
1131,Business/Data Analyst,$37K-$44K (Glassdoor est.),3.4,"Infinity Consulting Solutions
3.4","Wilmington, DE",DE,"New York, NY",501 to 1000 employees,2001,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1132,Data and Information Analyst,$37K-$44K (Glassdoor est.),2.4,"PMHCC, Inc.
2.4","Philadelphia, PA",PA,"Philadelphia, PA",501 to 1000 employees,1987,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
1133,Data Analyst,$37K-$44K (Glassdoor est.),3.2,"Angeion Group
3.2","Chester Township, PA",PA,"Philadelphia, PA",1 to 50 employees,-1,Consulting,Business Services,Unknown / Non-Applicable
1134,Data Analyst,$37K-$44K (Glassdoor est.),3.8,"iTech Solutions, Inc
3.8","Conshohocken, PA",PA,"Farmington, CT",51 to 200 employees,1995,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
1135,Data Analyst,$37K-$44K (Glassdoor est.),2.6,"AccessLex Institute
2.6","West Chester, PA",PA,"West Chester, PA",51 to 200 employees,-1,Colleges & Universities,Education,Unknown / Non-Applicable
1136,Senior CX Data Analyst,$37K-$44K (Glassdoor est.),3.2,"Vanguard
3.2","Malvern, PA",PA,"Malvern, PA",10000+ employees,1975,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
1137,"Senior Data Management Analyst, Enterprise Data Management, OCDO",$37K-$44K (Glassdoor est.),3.9,"TD Bank
3.9","Mount Laurel, NJ",NJ,"Toronto, Canada",10000+ employees,1855,Banks & Credit Unions,Finance,$10+ billion (USD)
1138,Vertical Lift Data Exploitation Analyst,$37K-$44K (Glassdoor est.),3.7,"Boeing
3.7","Ridley Park, PA",PA,"Chicago, IL",10000+ employees,1916,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
1139,Data Governance Analyst,$37K-$44K (Glassdoor est.),4.7,"TeamSoft
4.7","Wayne, PA",PA,"Middleton, WI",201 to 500 employees,1996,IT Services,Information Technology,$50 to $100 million (USD)
1140,Business Data Analyst,$37K-$44K (Glassdoor est.),4.2,"Freedom Mortgage
4.2","Mount Laurel, NJ",NJ,"Mount Laurel, NJ",1001 to 5000 employees,1990,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
1141,Business Analyst - Data Science & SQL,$37K-$44K (Glassdoor est.),3.5,"Computer Enterprises, Inc.
3.5","Philadelphia, PA",PA,"Pittsburgh, PA",501 to 1000 employees,1992,IT Services,Information Technology,$50 to $100 million (USD)
1142,Lead Geophysical Data Analyst,$37K-$44K (Glassdoor est.),3.5,"Weston Solutions Inc.
3.5","West Chester, PA",PA,"West Chester, PA",1001 to 5000 employees,1957,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
1143,Sales Data Analyst,$37K-$44K (Glassdoor est.),3.7,"McGrath Systems
3.7","Berwyn, PA",PA,"Blue Bell, PA",1 to 50 employees,2005,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
1144,Data Analyst,$37K-$44K (Glassdoor est.),-1,DL Staffing Solutions,"Newtown, PA",PA,-1,-1,-1,-1,-1,-1
1145,Business Analyst/Data Domain Expert,$37K-$44K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Philadelphia, PA",PA,"Chadds Ford, PA",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,$5 to $10 million (USD)
1146,Junior Data Analyst - SQL Programmer,$37K-$44K (Glassdoor est.),2.7,"TechUSA
2.7","Philadelphia, PA",PA,"Millersville, MD",1001 to 5000 employees,1998,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1147,Data Analyst,$37K-$44K (Glassdoor est.),4.5,"Piper Companies
4.5","Horsham, PA",PA,"Mc Lean, VA",201 to 500 employees,2011,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
1148,Business / Data Analyst,$37K-$44K (Glassdoor est.),4.1,"Kforce
4.1","Wilmington, DE",DE,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
1149,"Business Analyst with Data domain,media",$37K-$44K (Glassdoor est.),-1,LiveMindz,"Philadelphia, PA",PA,"Dallas, TX",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
1150,Data Analyst,$37K-$44K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",PA,"Mc Lean, VA",51 to 200 employees,2011,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
1151,Senior Data Analyst,$37K-$44K (Glassdoor est.),3.6,"A2C Consulting
3.6","Philadelphia, PA",PA,"Philadelphia, PA",1 to 50 employees,1994,Consulting,Business Services,Unknown / Non-Applicable
1152,Senior Healthcare Data Analyst - Cost and Utilization Analysis,$64K-$113K (Glassdoor est.),3.6,"Community Behavioral Health
3.6","Philadelphia, PA",PA,"Phila, PA",201 to 500 employees,1994,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD)
1153,Pharmaceutical Customer Data Analyst,$64K-$113K (Glassdoor est.),4.1,"APN Software Services Inc.
4.1","Plymouth Meeting, PA",PA,"Newark, CA",51 to 200 employees,-1,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
1154,Data Analyst,$64K-$113K (Glassdoor est.),4.4,"Contemporary Staffing Solutions
4.4","Philadelphia, PA",PA,"Mount Laurel, NJ",1001 to 5000 employees,1994,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1155,Senior Data Analyst,$64K-$113K (Glassdoor est.),3.5,"The Judge Group
3.5","Wayne, PA",PA,"Wayne, PA",1001 to 5000 employees,1970,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1156,Program Manager / Business Data Analyst,$64K-$113K (Glassdoor est.),2.3,"Versant Health
2.3","Newtown Square, PA",PA,"Linthicum, MD",1001 to 5000 employees,-1,Insurance Carriers,Insurance,Unknown / Non-Applicable
1157,DBA / Data Analyst,$64K-$113K (Glassdoor est.),4.2,"Micro-Data Systems Inc.
4.2","Philadelphia, PA",PA,"Holmdel, NJ",51 to 200 employees,1992,IT Services,Information Technology,$10 to $25 million (USD)
1158,Analyst - Data Intelligence (US),$64K-$113K (Glassdoor est.),2.4,"Avantor
2.4","Wayne, PA",PA,"Radnor, PA",10000+ employees,1904,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
1159,"Data Analyst (Philadelphia, PA)",$64K-$113K (Glassdoor est.),3.7,"Tetra Tech
3.7","Philadelphia, PA",PA,"Pasadena, CA",10000+ employees,1966,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD)
1160,Data & Systems Analyst,$64K-$113K (Glassdoor est.),4.2,"Freedom Mortgage
4.2","Mount Laurel, NJ",NJ,"Mount Laurel, NJ",1001 to 5000 employees,1990,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
1161,Business Analyst - Data and Analytics,$64K-$113K (Glassdoor est.),2.7,"Eastern Airlines LLC
2.7","Wayne, PA",PA,"Miami, FL",1 to 50 employees,-1,-1,-1,$5 to $10 million (USD)
1162,Lead Data Analyst,$64K-$113K (Glassdoor est.),4.3,"NextGen Global Resources LLC
4.3","Philadelphia, PA",PA,"San Diego, CA",501 to 1000 employees,2009,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD)
1163,Senior Data Analyst - Client Experience,$64K-$113K (Glassdoor est.),3.2,"Vanguard
3.2","Malvern, PA",PA,"Malvern, PA",10000+ employees,1975,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable
1164,Data Analyst and Report Writer,$64K-$113K (Glassdoor est.),3.5,"The Judge Group
3.5","Boothwyn, PA",PA,"Wayne, PA",1001 to 5000 employees,1970,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1165,Payment Integrity Data Analyst,$64K-$113K (Glassdoor est.),3.7,"amerihealth
3.7","Philadelphia, PA",PA,"Philadelphia, PA",5001 to 10000 employees,1997,Insurance Carriers,Insurance,$25 to $50 million (USD)
1166,Lead Data Analyst,$64K-$113K (Glassdoor est.),3.9,"GSK
3.9","Philadelphia, PA",PA,"Brentford, United Kingdom",10000+ employees,1830,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
1167,Data Analyst-(analytics),$64K-$113K (Glassdoor est.),3.6,"A2C Consulting
3.6","Philadelphia, PA",PA,"Philadelphia, PA",1 to 50 employees,1994,Consulting,Business Services,Unknown / Non-Applicable
1168,Pharmaceutical Data Analyst – Analytics,$64K-$113K (Glassdoor est.),-1,ConcertAI,"King of Prussia, PA",PA,-1,-1,-1,-1,-1,-1
1169,Patient Recruitment Data Analyst (ArcGIS),$64K-$113K (Glassdoor est.),-1,Pharmica Consulting,"Norristown, PA",PA,"Sparta, NJ",Unknown,-1,-1,-1,Unknown / Non-Applicable
1170,Virology Data Analysts,$64K-$113K (Glassdoor est.),3.4,"Eurofins
3.4","West Point, PA",PA,"Luxembourg, Luxembourg",10000+ employees,1987,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
1171,Biochemist Data Analyst,$64K-$113K (Glassdoor est.),3.4,"Eurofins
3.4","West Point, PA",PA,"Luxembourg, Luxembourg",10000+ employees,1987,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD)
1172,Data Governance Analyst,$64K-$113K (Glassdoor est.),4.2,"Freedom Mortgage
4.2","Marlton, NJ",NJ,"Mount Laurel, NJ",1001 to 5000 employees,1990,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
1173,Senior Healthcare Data Analyst,$64K-$113K (Glassdoor est.),5,"Cambridge Advisory Group
5.0","King of Prussia, PA",PA,"King of Prussia, PA",1 to 50 employees,-1,Consulting,Business Services,$1 to $5 million (USD)
1174,Healthcare Data Analytics Analyst Senior,$64K-$113K (Glassdoor est.),-1,Amerihealth Caritas Health Plan,"Philadelphia, PA",PA,-1,-1,-1,-1,-1,-1
1175,SR BUSINESS DATA ANALYST PRN,$64K-$113K (Glassdoor est.),3.3,"Cooper University Health Care
3.3","Camden, NJ",NJ,"Camden, NJ",5001 to 10000 employees,1887,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable
1176,AWS Analys/ Data analyst,$64K-$113K (Glassdoor est.),3.9,"Diverse Lynx
3.9","Malvern, PA",PA,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
1177,Payment Integrity Data Analyst Job posting in #Philadelphia #ITjobs,$64K-$113K (Glassdoor est.),3.7,"amerihealth
3.7","Philadelphia, PA",PA,"Philadelphia, PA",5001 to 10000 employees,1997,Insurance Carriers,Insurance,$25 to $50 million (USD)
1178,Sport & Data Analyst,$64K-$113K (Glassdoor est.),-1,Philadelphia 76ers - HBSE,"Camden, NJ",NJ,-1,-1,-1,-1,-1,-1
1179,Data Analyst Supporting the FBI #20-188,$64K-$113K (Glassdoor est.),2.8,"Forfeiture Support Associates
2.8","Philadelphia, PA",PA,"Ashburn, VA",1001 to 5000 employees,2004,Staffing & Outsourcing,Business Services,$50 to $100 million (USD)
1180,Data Engineer/Reporting Analyst,$64K-$113K (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","Philadelphia, PA",PA,"Milwaukee, WI",1 to 50 employees,-1,Advertising & Marketing,Business Services,$1 to $5 million (USD)
1181,Sr. Data Analyst - Project Manager,$64K-$113K (Glassdoor est.),2.7,"TechUSA
2.7","Philadelphia, PA",PA,"Millersville, MD",1001 to 5000 employees,1998,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1182,Data Analyst SAS Programmer,$50K-$93K (Glassdoor est.),4.6,"SRG Woolf
4.6","King of Prussia, PA",PA,"Raleigh, NC",1 to 50 employees,1995,Staffing & Outsourcing,Business Services,$10 to $25 million (USD)
1183,Sr. Data Analyst,$50K-$93K (Glassdoor est.),3.8,"Login Consulting Services, Inc
3.8","Allegheny West, PA",PA,"El Segundo, CA",51 to 200 employees,-1,Consulting,Business Services,$5 to $10 million (USD)
1184,"Systems Analyst, Quality Data System",$50K-$93K (Glassdoor est.),3.3,"Adaptimmune Ltd
3.3","Philadelphia, PA",PA,"Abingdon, United Kingdom",201 to 500 employees,-1,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable
1185,Data Visualization Project Manager/ Business Analyst (PM / BA),$50K-$93K (Glassdoor est.),4.8,"Trillium Solutions Group
4.8","Horsham, PA",PA,"Highland Park, IL",1 to 50 employees,2002,IT Services,Information Technology,$1 to $5 million (USD)
1186,Stability Data Analyst,$50K-$93K (Glassdoor est.),-1,Eurofins USA PSS Insourcing Solutions,"West Point, PA",PA,-1,-1,-1,-1,-1,-1
1187,Business Analyst/Data Analyst,$50K-$93K (Glassdoor est.),3.5,"The Judge Group
3.5","Wilmington, DE",DE,"Wayne, PA",1001 to 5000 employees,1970,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
1188,Stability Data Analyst,$50K-$93K (Glassdoor est.),-1,EUROFINS SCIENT.,"West Point, PA",PA,-1,-1,-1,-1,-1,-1
1189,Data Analyst Junior,$50K-$93K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Wilmington, DE",DE,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
1190,Business Intelligence and Data Sciences Analyst,$50K-$93K (Glassdoor est.),3.6,"TE Connectivity
3.6","Berwyn, PA",PA,"Schaffhausen, Switzerland",10000+ employees,2007,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD)
1191,Sr Business Analyst (Data Quality),$50K-$93K (Glassdoor est.),4.2,"Freedom Mortgage
4.2","Marlton, NJ",NJ,"Mount Laurel, NJ",1001 to 5000 employees,1990,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD)
1192,Healthcare Data Analytics Analyst Senior,$50K-$93K (Glassdoor est.),3.1,"AmeriHealth Caritas
3.1","Philadelphia, PA",PA,"Philadelphia, PA",5001 to 10000 employees,1983,Insurance Carriers,Insurance,$5 to $10 billion (USD)
1193,"Mid Level Data Analyst / BI Engineer - Looker, Python, Client Facing",$50K-$93K (Glassdoor est.),1.6,"Management Decisions, Inc.
1.6","Philadelphia, PA",PA,"Milwaukee, WI",1 to 50 employees,-1,Advertising & Marketing,Business Services,$1 to $5 million (USD)
1194,Technical Business Analyst (Data Warehouse),$50K-$93K (Glassdoor est.),4.5,"Piper Companies
4.5","Horsham, PA",PA,"Mc Lean, VA",201 to 500 employees,2011,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
1195,Data Link Analyst,$50K-$93K (Glassdoor est.),3.3,"Future Technologies Inc.
3.3","Moorestown, NJ",NJ,"Plainfield, NJ",1001 to 5000 employees,-1,Accounting,Accounting & Legal,$5 to $10 million (USD)
1196,"Lead Analyst, Data Transfer, Integration & Quality, Wilmington, DE",$50K-$93K (Glassdoor est.),3.2,"BNY Mellon
3.2","Wilmington, DE",DE,"New York, NY",10000+ employees,1784,Investment Banking & Asset Management,Finance,$10+ billion (USD)
1197,Technical Business Analyst (Data Warehouse),$50K-$93K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA",PA,"Mc Lean, VA",51 to 200 employees,2011,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
1198,Certified Tumor Registrar/Data Analyst [CTR and experience required],$50K-$93K (Glassdoor est.),4,"Fox Chase Cancer Center
4.0","Philadelphia, PA",PA,"Philadelphia, PA",1001 to 5000 employees,1974,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD)
1199,Data Center Migration PMO Analyst/PMO Lead,$50K-$93K (Glassdoor est.),4.1,"Kforce
4.1","Wilmington, DE",DE,"Tampa, FL",10000+ employees,1966,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD)
1200,Data Center Migration PMO Analyst/PMO Lead,$50K-$93K (Glassdoor est.),-1,Kforce Technology Staffing,"Wilmington, DE",DE,-1,-1,-1,-1,-1,-1
1201,Data Analyst / Tableau Developer,$37K-$68K (Glassdoor est.),3.9,"Technocrafts, Inc.
3.9","San Antonio, TX",TX,"Chantilly, VA",1 to 50 employees,-1,Computer Hardware & Software,Information Technology,$1 to $5 million (USD)
1202,Data Analyst,$37K-$68K (Glassdoor est.),3.4,"Ionidea
3.4","San Antonio, TX",TX,"Fairfax, VA",1001 to 5000 employees,1991,IT Services,Information Technology,Unknown / Non-Applicable
1203,Data Analyst,$37K-$68K (Glassdoor est.),4,"CYNET SYSTEMS
4.0","San Antonio, TX",TX,"Ashburn, VA",501 to 1000 employees,2010,IT Services,Information Technology,$50 to $100 million (USD)
1204,Data Analyst,$37K-$68K (Glassdoor est.),3.1,"Integrated Resources
3.1","San Antonio, TX",TX,"Edison, NJ",201 to 500 employees,1996,Staffing & Outsourcing,Business Services,$25 to $50 million (USD)
1205,Data Analyst I,$37K-$68K (Glassdoor est.),3,"Deacon Recruiting
3.0","San Antonio, TX",TX,"San Antonio, TX",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
1206,Data Reporting Analyst,$37K-$68K (Glassdoor est.),3.9,"Indotronix International Corporation
3.9","San Antonio, TX",TX,"Rochester, NY",501 to 1000 employees,1986,IT Services,Information Technology,$50 to $100 million (USD)
1207,Data Analyst,$37K-$68K (Glassdoor est.),3.9,"Diverse Lynx
3.9","San Antonio, TX",TX,"Princeton, NJ",501 to 1000 employees,2002,IT Services,Information Technology,$100 to $500 million (USD)
1208,Data Analyst,$37K-$68K (Glassdoor est.),3.7,"Huntington Ingalls Industries
3.7","San Antonio, TX",TX,"Newport News, VA",10000+ employees,2011,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD)
1209,Marketing & Data Analyst,$37K-$68K (Glassdoor est.),4.1,"Principle Auto
4.1","San Antonio, TX",TX,"San Antonio, TX",501 to 1000 employees,2014,Vehicle Dealers,Retail,Unknown / Non-Applicable
1210,Data Analyst,$37K-$68K (Glassdoor est.),3.4,"C2 GPS- Alamo Workforce
3.4","San Antonio, TX",TX,"Austin, TX",501 to 1000 employees,2010,Consulting,Business Services,Unknown / Non-Applicable
1211,Data Reporting Analyst,$37K-$68K (Glassdoor est.),3.4,"Vantage Bank Texas
3.4","San Antonio, TX",TX,"San Antonio, TX",201 to 500 employees,1985,Banks & Credit Unions,Finance,$1 to $2 billion (USD)
1212,"Data & Reporting Analyst, Distribution Planning & Operations",$37K-$68K (Glassdoor est.),4.3,"H E B
4.3","San Antonio, TX",TX,"San Antonio, TX",10000+ employees,1905,Grocery Stores & Supermarkets,Retail,$10+ billion (USD)
1213,Data Analyst,$37K-$68K (Glassdoor est.),2.5,"Vinsari
2.5","San Antonio, TX",TX,"Irving, TX",51 to 200 employees,-1,-1,-1,Unknown / Non-Applicable
1214,Epidemiologist - Data Analyst,$37K-$68K (Glassdoor est.),4,"CICONIX, LLC
4.0","San Antonio, TX",TX,"Annapolis, MD",1 to 50 employees,-1,Federal Agencies,Government,Unknown / Non-Applicable
1215,Contract Data Analyst,$37K-$68K (Glassdoor est.),-1,"Amyx, Iinc.","San Antonio, TX",TX,-1,-1,-1,-1,-1,-1
1216,Epidemiology Data Analyst,$37K-$68K (Glassdoor est.),2.8,"NJVC
2.8","San Antonio, TX",TX,"Chantilly, VA",1001 to 5000 employees,2001,IT Services,Information Technology,$100 to $500 million (USD)
1217,Data Business Solutions Analyst,$37K-$68K (Glassdoor est.),3.7,"Randstad
3.7","San Antonio, TX",TX,"Atlanta, GA",1001 to 5000 employees,-1,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
1218,Data Analyst,$37K-$68K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Antonio, TX",TX,"Woodridge, IL",51 to 200 employees,2008,IT Services,Information Technology,$50 to $100 million (USD)
1219,Risk Data Analyst,$37K-$68K (Glassdoor est.),3,"Deacon Recruiting
3.0","San Antonio, TX",TX,"San Antonio, TX",1 to 50 employees,-1,Staffing & Outsourcing,Business Services,$1 to $5 million (USD)
